,,,,,,,,,,,,,,,,
,Address,Type,Non brand clicks (3mnt),Sessions (3mnth),Sessions (6mnth),# links (desc),# links (faq),SKUs,score (traffic averages),priority score,Status,Current Intro,Intro (NEW),LEN (new),BATCH,Status
200,https://www.thegoodguys.com.au/westinghouse/cooking-and-dishwashers/rangehoods/90cm-rangehoods,B3,32,69,173,0,0,6,20,20,200,,"Clear the air with Westinghouse 90cm rangehoods from The Good Guys, combining strong extraction, multiple speeds and efficient filtration. Support spacious cooktops with canopy, slide-out or fixed designs that help reduce smoke, steam and odours for a more comfortable kitchen.",277,Batch 3,Not Started
200,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers,B1,63,49,133,0,0,30,20,20,200,,"Upgrade kitchen efficiency with Franke cooking and dishwashing solutions from The Good Guys, combining durable sinks, precision mixer taps and smart combos for streamlined cleaning. Save time with easy-to-maintain bowls, modern finishes and space-conscious designs built for everyday performance.",296,Batch 3,Not Started
200,https://www.thegoodguys.com.au/jackson/televisions/tv-cables-and-accessories/power-boards-and-extension-leads,B3,59,57,126,0,0,17,20,20,200,,"Power up safely with Jackson power boards and extension leads offering surge protection, fast USB-C/USB-A charging, and extra outlets for home or office. Find compact adaptors and long leads at The Good Guys to keep devices connected and organised.",248,Batch 3,Not Started
200,https://www.thegoodguys.com.au/sonos/audio/home-audio/home-wireless-speakers,B3,1,49,279,0,0,11,20,20,200,,"Stay immersed in rich, room-filling sound with Sonos home wireless speakers that deliver detailed audio, multi-room streaming, and smart control. Discover portable and powerful Sonos options at The Good Guys to upgrade music, movies, and everyday listening.",257,Batch 3,Not Started
200,https://www.thegoodguys.com.au/playstation/gaming/gaming-accessories,B2,8,93,173,0,0,28,20,20,200,,"Level up every session with PlayStation gaming accessories offering responsive control, precise audio and customised style. Discover controllers, headsets, charging stations and console covers at The Good Guys to refine gameplay, stay powered and match your setup.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/google/televisions/media-players/streaming-devices,B3,18,89,153,0,0,1,19,19,200,,"Stream smarter with Google Streaming Devices that deliver sharp 4K entertainment, fast access to apps, and simple voice control. Discover compact streamers at The Good Guys to upgrade older TVs, reduce clutter, and keep all your favourite content in one place.",260,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tp-link/vacuums-and-cleaners/vacuum-cleaners/robot-vacuums,B3,36,73,139,0,0,1,19,19,200,,"Save time with TP-Link robot vacuums that map, sweep and mop for consistent, thorough floor care. Explore smart navigation, auto-empty docks and app control at The Good Guys to streamline cleaning across carpets and hard floors.",228,Batch 3,Not Started
200,https://www.thegoodguys.com.au/delonghi/small-kitchen-appliances/coffee-machines-and-beverages/automatic-coffee-machines,B3,7,97,159,0,0,11,19,19,200,,"Brew barista-style coffee at home with DeLonghi automatic coffee machines from The Good Guys, offering custom strength, milk texturing and temperature control. Save time with one-touch programs, built-in grinders and easy-clean systems for consistent, café-quality drinks.",272,Batch 3,Not Started
200,https://www.thegoodguys.com.au/beurer/health-and-grooming/personal-care/heating-pads,B3,67,57,93,0,0,3,19,19,200,,"Soothe aches fast with Beurer heating pads from The Good Guys, delivering targeted warmth for backs, shoulders and more. Stay comfortable with adjustable heat settings, soft washable covers and ergonomic designs for personalised everyday relief.",245,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hp/computers-tablets-and-gaming/desktop-and-laptop/2in1-laptops,B3,41,61,146,0,0,1,19,19,200,,"Boost productivity with HP 2-in-1 laptops from The Good Guys, offering responsive performance, flexible tablet-to-laptop use, and vivid touchscreens. Switch between work, study, and streaming with slim designs, fast processors, and storage that keeps your files close at hand.",276,Batch 3,Not Started
200,https://www.thegoodguys.com.au/roborock/vacuums-and-cleaners,B1,1,81,199,0,0,30,19,19,200,,"Save time with Roborock vacuums and cleaners offering powerful suction, advanced mapping and mop functions for low-effort floor care. Explore robot vacuums, cordless cleaners and accessories from The Good Guys to automate cleaning and maintain hard floors and carpets with consistent performance.",296,Batch 3,Not Started
200,https://www.thegoodguys.com.au/belkin/phones-and-wearables/phone-accessories/wireless-phone-chargers-and-charging-pads,B3,40,77,113,0,0,3,19,19,200,,"Power up faster with Belkin wireless phone chargers from The Good Guys, designed for Qi-compatible phones and magnetic charging. Streamline your desk or bedside with compact pads and 2‑in‑1 options that cut cable clutter while keeping your devices ready to go.",260,Batch 3,Not Started
200,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/rangehoods,B2,29,49,193,0,0,0,19,19,200,,"Clear the air with ASKO rangehoods from The Good Guys, offering strong extraction, multiple fan speeds and efficient filters for targeted ventilation. Reduce smoke, steam and odours with sleek concealed and wall canopy designs sized to suit compact or wide cooktops.",266,Batch 3,Not Started
200,https://www.thegoodguys.com.au/beefeater/bbqs-and-outdoor-cooking/bbq-accessories,B2,33,73,133,0,0,17,19,19,200,,"Upgrade outdoor cooking with BeefEater BBQ accessories from The Good Guys, adding precision, heat control and protection to your grill setup. Save time with specialised tools, durable covers, cleaning gear and gas conversion kits tailored to BeefEater barbecues.",262,Batch 3,Not Started
200,https://www.thegoodguys.com.au/sonos/audio/headphones,B2,71,57,73,0,0,2,19,19,200,,"Stay immersed with Sonos headphones from The Good Guys, offering detailed sound, adaptive noise cancelling, and all-day comfort. Save time with easy wireless pairing and seamless Sonos ecosystem integration for focused listening at home, work, or on the go.",257,Batch 3,Not Started
200,https://www.thegoodguys.com.au/cuisinart/small-kitchen-appliances,B1,,85,186,0,0,6,19,19,200,,"Save time with Cuisinart small kitchen appliances from The Good Guys, designed for fast prep, precise cooking, and cafe-style treats at home. Discover stand mixers, pressure cookers, waffle makers and more to streamline weeknight meals and weekend entertaining.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/acer/computers-tablets-and-gaming/desktop-and-laptop,B2,37,57,153,0,0,3,19,19,200,,"Boost productivity with Acer Desktop Computers & Laptops from The Good Guys, offering fast processors, sharp 15.6"" displays, and generous storage. Stay connected and work efficiently with portable designs suited to study, everyday tasks, and streaming.",252,Batch 3,Not Started
200,https://www.thegoodguys.com.au/noirot/heating-and-cooling,B1,3,28,292,0,0,10,19,19,200,,"Stay warm with Noirot Heating & Cooling solutions from The Good Guys, combining slimline panel heaters, timers and Wi‑Fi control for precise room comfort. Save energy and tailor heat output with multiple wattage options designed for quiet, wall-mounted performance in any space.",278,Batch 3,Not Started
200,https://www.thegoodguys.com.au/belkin/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,B3,35,49,173,0,0,30,18,18,200,,"Power your devices with Belkin phone chargers and accessories offering fast charging, durable cables and compact wall units. Discover wall chargers, wireless pads and power banks at The Good Guys for efficient power delivery at home, work or on the go.",252,Batch 3,Not Started
200,https://www.thegoodguys.com.au/philips/televisions,B1,42,65,120,0,0,7,18,18,200,,"Transform movie nights with Philips projectors from The Good Guys, delivering sharp images and vibrant colour for big-screen viewing. Stay immersed with smart connectivity, Full HD options and flexible setups suited to movies, gaming and presentations.",252,Batch 3,Not Started
200,https://www.thegoodguys.com.au/eufy/vacuums-and-cleaners/vacuum-cleaners,B2,20,61,179,0,0,5,18,18,200,,"Stay on top of dust with eufy Vacuum Cleaners from The Good Guys, offering powerful suction, multi-surface cleaning and smart navigation in compact designs. Save time with robot, handheld and car vacuums that handle hard floors, carpets and quick clean-ups with ease.",267,Batch 3,Not Started
200,https://www.thegoodguys.com.au/dell/computers-tablets-and-gaming/desktop-and-laptop,B2,25,61,166,0,0,3,18,18,200,,"Power through study, work, and entertainment with Dell desktop computers and laptops offering fast processors, ample storage, and sharp displays. Discover portable notebooks and flexible 2‑in‑1 devices at The Good Guys for efficient multitasking at home or on the go.",267,Batch 3,Not Started
200,https://www.thegoodguys.com.au/black-and-decker/vacuums-and-cleaners/vacuum-cleaners/car-cleaning-vacuums,B3,42,57,126,0,0,7,18,18,200,,"Keep your car interior spotless with BLACK & DECKER car vacuum cleaners offering strong suction, cordless convenience and compact storage. Discover Dustbuster handheld models at The Good Guys for quick debris pickup, pet hair removal and wet or dry cleaning on the go.",268,Batch 3,Not Started
200,https://www.thegoodguys.com.au/vitamix/small-kitchen-appliances/mixers-and-food-processors,B2,63,44,100,0,0,4,18,18,200,,"Create smooth smoothies and nut butters with VITAMIX mixers and food processors from The Good Guys, offering high-powered motors, variable speed control and generous jug capacity. Stay in control of texture for sauces, soups and frozen blends in your kitchen.",259,Batch 3,Not Started
200,https://www.thegoodguys.com.au/arlo/smart-home/home-security/security-cameras,B3,22,73,139,0,0,9,18,18,200,,"Monitor your property with Arlo security cameras from The Good Guys, offering sharp 2K and 4K video, motion alerts, and night vision. Stay informed with wire-free and floodlight options for flexible indoor and outdoor coverage tailored to your home security needs.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/dimplex/heating-and-cooling/heaters/electric-fireplaces,B3,30,53,159,0,0,4,18,18,200,,"Create a cosy focal point with Dimplex Electric Fireplaces from The Good Guys, combining realistic flame effects, adjustable heat output and efficient electric operation. Stay comfortable with easy installation, multiple styles and convenient controls for tailored warmth in your living space.",293,Batch 3,Not Started
200,https://www.thegoodguys.com.au/lg/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-cleaner-bags,B3,15,57,186,0,0,3,18,18,200,,"Save time with LG vacuum cleaner bags from The Good Guys, helping maintain suction power and hygienic dust disposal. Support efficient cleaning with easy-fit replacement dustbags designed for LG stick and robot vacuums.",219,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-43-inch-and-below,B3,45,44,139,0,0,4,17,17,200,,"Stay entertained with TCL 43 inch & below TVs from The Good Guys, offering compact screens, sharp Full HD or 4K detail, and efficient energy ratings. Discover QLED and LED options with smart TV streaming for smaller rooms, bedrooms, and flexible viewing spaces.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/belling/cooking-and-dishwashers/ovens/freestanding-ovens,B3,62,53,80,0,0,11,17,17,200,,"Cook with precision using Belling Freestanding Ovens from The Good Guys, offering multi-zone cooking, dual fuel options and induction cooktops. Optimise kitchen space with versatile sizes, multiple oven cavities and consistent heat control for everyday meals and entertaining.",276,Batch 3,Not Started
200,https://www.thegoodguys.com.au/samsung/televisions/all-tvs/tvs-85-inch-and-above,B3,27,65,139,0,0,10,17,17,200,,"Bring cinematic scale to movies, sport and gaming with Samsung 85 Inch & Above TVs from The Good Guys, delivering 4K and 8K resolution, QLED, OLED and Mini LED technology, smart AI upscaling and energy-efficient performance for immersive big-screen viewing.",257,Batch 3,Not Started
200,https://www.thegoodguys.com.au/breville/heating-and-cooling,B1,20,73,139,0,0,25,17,17,200,,"Improve your air quality with Breville heating and cooling solutions offering purification, dehumidifying, humidifying and air circulation options. Discover connected controls, antiviral HEPA filtration and energy-conscious performance from The Good Guys for a more comfortable indoor climate.",293,Batch 3,Not Started
200,https://www.thegoodguys.com.au/audio-technica/audio/headphones,B2,30,77,106,0,0,6,17,17,200,,"Stay immersed in every track with Audio Technica Headphones from The Good Guys, offering detailed sound and wireless freedom. Choose from over-ear or in-ear designs with studio-grade drivers and noise cancelling to elevate music, calls, and gaming.",248,Batch 3,Not Started
200,https://www.thegoodguys.com.au/dell/computers-tablets-and-gaming/monitors,B2,28,69,126,0,0,1,17,17,200,,"Stay focused with Dell computer monitors from The Good Guys, offering sharp FHD resolution and IPS panels for clear viewing at every angle. Save time with easy connectivity and streamlined designs that suit work, study, and everyday computing.",243,Batch 3,Not Started
#ERROR!,https://www.thegoodguys.com.au/schweigen/cooking-and-dishwashers/rangehoods/60cm-rangehoods,B3,32,44,166,0,0,7,17,17,200,,"Protect your kitchen air with Schweigen 60cm rangehoods delivering quiet extraction, strong airflow and efficient odour removal. Discover undermount and canopy options at The Good Guys for discreet installation, effective steam control and a cleaner cooking space.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/one-for-all/televisions/wall-mounts-and-stands/tv-wall-brackets,B3,28,32,199,0,0,11,17,17,200,,"Stay comfortable with One For All TV wall brackets that free up floor space, support large screens and keep cables neat. Explore fixed, tilt and swivel mounts at The Good Guys for secure installation, flexible viewing angles and a streamlined entertainment setup.",263,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hp/computers-tablets-and-gaming/printers-paper-and-ink,B2,12,77,146,0,0,30,17,17,200,,"Print sharper documents and vivid photos with HP printers and ink offering wireless connectivity, smart all-in-one functions, and high-yield cartridges. Discover options at The Good Guys to handle home or office tasks with efficient print speeds and convenient ink management.",276,Batch 3,Not Started
200,https://www.thegoodguys.com.au/westinghouse/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,24,65,139,0,0,5,17,17,200,,"Save time with Westinghouse freestanding dishwashers that handle large loads, intensive wash cycles, and efficient drying for everyday meals. Explore spacious capacities and multiple programs at The Good Guys for cleaner dishes with less effort.",245,Batch 3,Not Started
200,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers/sinks-and-taps,B2,7,61,186,0,0,30,17,17,200,,"Upgrade meal prep with Franke sinks and taps from The Good Guys, combining durable stainless steel, generous bowl capacity and precise mixer control. Streamline washing, rinsing and draining with smart layouts, pull-out tap options and accessories tailored to busy kitchen zones.",279,Batch 3,Not Started
200,https://www.thegoodguys.com.au/asko/laundry,B1,47,49,113,0,0,12,17,17,200,,"Protect your clothing with ASKO laundry appliances offering gentle drum care, precise programs, and heat pump efficiency. Explore washers, dryers and drying cabinets at The Good Guys for smarter fabric care, larger capacities and energy-conscious performance.",259,Batch 3,Not Started
200,https://www.thegoodguys.com.au/one-for-all/televisions/tv-cables-and-accessories/tv-antennas,B3,35,53,133,0,0,7,17,17,200,,"Stay connected with One For All TV antennas offering clear digital reception, amplified indoor options, and outdoor VHF/UHF coverage. Explore signal-boosting solutions at The Good Guys for sharper images, reduced interference, and tailored ranges to suit your viewing setup.",274,Batch 3,Not Started
200,https://www.thegoodguys.com.au/smeg/cooking-and-dishwashers/ovens/steam-ovens,B3,40,57,113,0,0,14,17,17,200,,"Cook precisely with Smeg steam ovens from The Good Guys, combining steam, grill and convection for tender roasts and crisp finishes. Reduce guesswork with programmable settings, multiple capacities and integrated cleaning functions suited to built-in kitchen layouts.",267,Batch 3,Not Started
200,https://www.thegoodguys.com.au/sony/televisions/tv-cables-and-accessories,B2,20,61,139,0,0,1,16,16,200,,"Stay connected with Sony TV and projector accessories that enhance picture, sound and smart control for home entertainment. Discover Sony Bravia cameras, mounts, and cables at The Good Guys to customise your setup and streamline every viewing session.",251,Batch 3,Not Started
200,https://www.thegoodguys.com.au/epson/televisions/projectors,B2,42,40,126,0,0,2,16,16,200,,"Transform movie nights with Epson projectors offering crisp 4K and Full HD resolution, vivid colour and immersive large-screen viewing. Discover versatile home theatre projection options at The Good Guys for big-picture entertainment in your living room.",254,Batch 3,Not Started
200,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/ovens,B2,51,24,133,0,0,6,16,16,200,,"Save time with Samsung ovens that combine precise temperature control, even heat distribution and pyrolytic self-cleaning for effortless maintenance. Discover smart cooking modes and flexible built-in designs at The Good Guys to streamline meal prep and match your kitchen style.",279,Batch 3,Not Started
200,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/microwaves,B2,35,53,113,0,0,6,16,16,200,,"Save time with ASKO microwaves from The Good Guys, combining microwave, grill and oven functions for fast, precise cooking. Tailored programs, built-in designs and advanced steam options help you reheat, bake and roast evenly while maximising bench space.",255,Batch 3,Not Started
200,https://www.thegoodguys.com.au/beko/cooking-and-dishwashers/cooktops,B2,41,36,126,0,0,1,15,15,200,,"Save time with Beko cooktops that deliver precise gas control, durable stainless steel surfaces, and efficient heat for everyday cooking. Explore 60cm Beko gas cooktops at The Good Guys for responsive performance and easy-clean convenience in your kitchen.",256,Batch 3,Not Started
200,https://www.thegoodguys.com.au/delonghi/heating-and-cooling/heaters/oil-heaters,B3,2,28,232,0,0,5,15,15,200,,"Stay warm with DeLonghi oil heaters from The Good Guys, delivering steady radiant heat and adjustable settings for personalised comfort. Save time with portable column designs, built-in timers, and multiple power levels to efficiently heat bedrooms, lounges, or home offices.",275,Batch 3,Not Started
200,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-85-inch-and-above,B3,19,69,106,0,0,10,15,15,200,,"Transform movie nights with TCL 85 Inch & Above TVs from The Good Guys, delivering expansive 4K Ultra HD clarity and QD-Mini LED brightness. Discover cinematic scale, smooth 144Hz action, and smart Google TV streaming designed for immersive big-screen viewing.",260,Batch 3,Not Started
200,https://www.thegoodguys.com.au/vitamix/small-kitchen-appliances/mixers-and-food-processors/blenders,B3,1,61,159,0,0,4,15,15,200,,"Save time with VITAMIX blenders from The Good Guys, built for high-power blending and smooth results. Create sauces, smoothies and nut butters with durable blades, multiple speed controls and generous jug capacities tailored for everyday and advanced recipes.",259,Batch 3,Not Started
200,https://www.thegoodguys.com.au/schweigen/cooking-and-dishwashers/rangehoods/undermount-rangehoods,B3,37,53,86,0,0,20,15,15,200,,"Filter smoke and odours with Schweigen undermount rangehoods offering powerful extraction, silent external motors, and discreet installation. Explore multi-size, ducted or recirculating options at The Good Guys to support efficient ventilation and a cleaner kitchen environment.",278,Batch 3,Not Started
200,https://www.thegoodguys.com.au/cygnett/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,B3,19,61,113,0,0,30,15,15,200,,"Stay powered on the go with Cygnett phone chargers and cables offering fast charging, durable braided designs, and multiple connector types. Find wall chargers, USB-C and Lightning cables, and power banks at The Good Guys to keep your devices ready all day.",257,Batch 3,Not Started
200,https://www.thegoodguys.com.au/omega/fridges-and-freezers/refrigerators/wine-fridges,B3,50,49,60,0,0,4,14,14,200,,"Preserve every pour with Omega wine cabinets and beverage centres from The Good Guys, designed for stable temperature control and flexible storage. Discover single and dual zone options, generous bottle and can capacities, and reversible doors to suit different collections and layouts.",286,Batch 3,Not Started
200,https://www.thegoodguys.com.au/bose/audio,B1,4,57,153,0,0,30,14,14,200,,"Elevate your listening with Bose Audio from The Good Guys, delivering rich, immersive sound across headphones, earbuds and speakers. Stay connected with wireless options, smart soundbars and portable Bluetooth models designed for crisp clarity at home, on the go, or in front of the TV.",286,Batch 3,Not Started
200,https://www.thegoodguys.com.au/logitech/gaming/gaming-accessories/gaming-headsets,B3,14,57,126,0,0,5,14,14,200,,"Level up communication and awareness with Logitech gaming headsets offering clear audio, lightweight comfort, and precise mics. Shop wireless and wired options at The Good Guys to refine in-game sound, coordinate strategy, and keep sessions focused.",249,Batch 3,Not Started
200,https://www.thegoodguys.com.au/linden/televisions/wall-mounts-and-stands/tv-wall-brackets,B3,40,28,120,0,0,7,14,14,200,,"Secure your screen with LINDEN TV wall brackets from The Good Guys, designed for stable mounting and clean setups. Save space with fixed, tilt, and full-motion options that support a range of TV sizes for better viewing angles and a tidy entertainment area.",257,Batch 3,Not Started
200,https://www.thegoodguys.com.au/roborock/vacuums-and-cleaners/vacuum-cleaners,B2,3,12,239,0,0,13,14,14,200,,"Save time with Roborock robot vacuums that offer powerful suction, precise mapping, and smart mopping for cleaner floors with less effort. Explore advanced self-emptying docks and multi-surface cleaning options at The Good Guys for hands-free everyday maintenance.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/garmin/phones-and-wearables/gps/dash-cams,B3,8,65,120,0,0,1,14,14,200,,"Capture every drive with Garmin Dash Cams from The Good Guys, offering sharp video, GPS logging, and driver alerts for added confidence on the road. Save time with compact designs, easy mounting, and automatic recording to support incident reports and insurance claims.",269,Batch 3,Not Started
200,https://www.thegoodguys.com.au/haier/fridges-and-freezers/freezers/upright-freezers,B3,55,32,73,0,0,1,14,14,200,,"Save space and protect your food with Haier Upright Freezers from The Good Guys, offering generous capacity, vertical storage, and flexible shelving. Maintain consistent low temperatures and easy access to frozen ingredients for organised kitchens and long-term storage.",270,Batch 3,Not Started
200,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/vacuum-and-cleaning-accessories/steam-mop-accessories,B3,42,24,113,0,0,2,14,14,200,,"Keep floors spotless with Bissell steam mop pads from The Good Guys, designed for effective grime removal and easy maintenance. Save time with washable, purpose-fit pads that help your steam mop deliver consistent, hygienic cleaning on hard floors.",248,Batch 3,Not Started
200,https://www.thegoodguys.com.au/cuisinart/small-kitchen-appliances/specialty-appliances/dessert-machines,B3,4,61,126,0,0,2,13,13,200,,"Create sweet treats at home with Cuisinart dessert machines from The Good Guys, designed for creamy ice cream, gelato and crisp waffles. Save time with powerful performance, adjustable settings and easy-clean designs for desserts tailored to your taste.",253,Batch 3,Not Started
200,https://www.thegoodguys.com.au/lg/televisions/all-tvs/tvs-85-inch-and-above,B3,28,44,100,0,0,5,13,13,200,,"Experience cinematic scale with LG 85 Inch & Above TVs from The Good Guys, delivering expansive 4K Ultra HD detail and smart connectivity. Stay immersed with OLED, QNED and NanoCell screens that boost contrast, colour accuracy and energy-efficient performance.",260,Batch 3,Not Started
200,https://www.thegoodguys.com.au/sony/audio/headphones/wired-headphones,B3,45,20,106,0,0,8,13,13,200,,"Stay immersed in your music with Sony wired headphones delivering clear audio, dependable connections, and all-day comfort. Explore a range of in-ear, on-ear, and over-ear options at The Good Guys for focused listening at home, work, or on the go.",247,Batch 3,Not Started
200,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/vacuum-cleaners/pet-vacuums,B3,59,36,40,0,0,2,13,13,200,,"Capture more pet hair with Bissell Pet Vacuums from The Good Guys, combining strong suction with specialised pet tools for cleaner floors and furniture. Save time with cordless stick models designed to tackle embedded fur and everyday mess across carpets and hard surfaces.",273,Batch 3,Not Started
200,https://www.thegoodguys.com.au/panasonic/cooking-and-dishwashers/microwaves/microwave-ovens,B3,7,40,153,0,0,16,13,13,200,,"Speed up weeknight cooking with Panasonic Microwave Ovens from The Good Guys, offering inverter power, flatbed space and sensor control. Prepare defrosted, reheated or crispy dishes faster with compact, convection and 4-in-1 options to match your kitchen setup.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/bosch/laundry/washing-machines/auto-dosing-washing-machines,B3,62,24,53,0,0,2,13,13,200,,"Save time with Bosch Auto Dosing Washing Machines that measure detergent precisely, reduce waste, and optimise every wash. Discover smart sensors, large capacities, and efficient cleaning at The Good Guys for consistent laundry results.",236,Batch 3,Not Started
200,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,29,40,100,0,0,5,13,13,200,,"Upgrade your daily brew with Smeg coffee machine accessories from The Good Guys, designed for smooth milk texturing, cleaner benches, and consistent extractions. Choose milk frothers, jugs, and knock boxes to refine control, reduce mess, and complement your coffee setup.",271,Batch 3,Not Started
200,https://www.thegoodguys.com.au/delonghi/small-kitchen-appliances/toasters-and-kettles/toaster-and-kettle-packs,B3,16,49,113,0,0,3,13,13,200,,"Start your day smoothly with DeLonghi toaster and kettle packs from The Good Guys, combining consistent toasting, rapid boiling and coordinated style. Save time with matched breakfast sets offering adjustable browning, 2200W kettles and convenient controls for everyday use.",274,Batch 3,Not Started
200,https://www.thegoodguys.com.au/apple/computers-tablets-and-gaming,B1,4,28,179,0,0,30,13,13,200,,"Power up productivity with Apple computers and tablets offering fast M-series chips, sharp Retina displays and long battery life. Explore iPad, MacBook and iMac options at The Good Guys for portable creativity, smooth multitasking and streamlined study or work.",261,Batch 3,Not Started
200,https://www.thegoodguys.com.au/samsung/televisions/all-tvs/tvs-55-inch-to-64-inch,B3,17,24,153,0,0,7,13,13,200,,"Upgrade movie nights with Samsung 55 Inch to 64 Inch TVs from The Good Guys, offering sharp 4K detail, vibrant QLED and OLED panels, and smart streaming. Stay immersed with smooth motion, AI-enhanced upscaling, and screen sizes that balance impact with living-room space.",271,Batch 3,Not Started
200,https://www.thegoodguys.com.au/lg/televisions/all-tvs/tvs-55-inch-to-64-inch,B3,20,40,113,0,0,6,13,13,200,,"Stay immersed with LG 55 Inch to 64 Inch TVs offering sharp 4K UHD detail, OLED and QNED screen technology, and AI picture optimisation. Explore cinematic viewing and smart streaming options at The Good Guys for a tailored home entertainment upgrade.",250,Batch 3,Not Started
200,https://www.thegoodguys.com.au/apple/phones-and-wearables/phone-accessories,B2,7,44,133,0,0,19,12,12,200,,"Protect your iPhone with Apple mobile phone accessories offering MagSafe cases, wireless chargers, and fast USB-C power. Choose Apple chargers, adapters and covers from The Good Guys to keep your device powered, connected and safeguarded every day.",248,Batch 3,Not Started
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,6,44,133,0,0,3,12,12,200,,"Upgrade your daily brew with Sunbeam coffee machine accessories from The Good Guys, designed to maintain flavour and performance. Save time with liquid descalers, knock boxes and milk frothers that support smooth extraction, consistent texture and easier cleaning.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/hafele/cooking-and-dishwashers/sinks-and-taps/kitchen-sinks,B3,18,32,120,0,0,21,12,12,200,,"Upgrade food prep with Hafele Kitchen Sinks from The Good Guys, offering deep bowls, smart layouts and durable finishes. Stay organised with single and double bowl options, integrated drainers and colour choices to suit modern, hardworking kitchens.",249,Batch 3,Not Started
200,https://www.thegoodguys.com.au/garmin/phones-and-wearables/wearables/fitness-trackers,B3,12,49,100,0,0,5,12,12,200,,"Track daily activity and stay motivated with Garmin Fitness Trackers from The Good Guys, offering step counting, heart rate monitoring, and sleep insights. Choose slim bands and kids’ models with durable straps, long battery life, and water resistance for everyday wear.",270,Batch 3,Not Started
200,https://www.thegoodguys.com.au/samsung/televisions/all-tvs/tvs-65-inch-to-74-inch,B3,14,16,159,0,0,9,12,12,200,,"Stay immersed with Samsung 65 Inch to 74 Inch TVs from The Good Guys, combining 4K clarity, QLED and OLED technology, and smart connectivity. Upgrade movie nights and gaming with vivid colour, smooth motion, and energy-efficient performance tailored to larger living spaces.",274,Batch 3,Not Started
200,https://www.thegoodguys.com.au/nutribullet/small-kitchen-appliances,B1,33,36,73,0,0,30,12,12,200,,"Power through smoothies, meal prep and snacks with NUTRIBULLET small kitchen appliances offering fast blending, precise chopping and compact cooking. Discover convenient portable blenders, air fryers and more at The Good Guys to simplify daily nutrition at home or on the go.",275,Batch 3,Not Started
200,https://www.thegoodguys.com.au/apple/computers-tablets-and-gaming/desktop-and-laptop/mac-desktops,B3,1,44,133,0,0,23,12,12,200,,"Power through creative projects with Apple Mac Desktops, combining fast M4 chips, vivid 4.5K Retina displays and efficient storage for work or study. Explore compact Mac mini and powerful Mac Studio options at The Good Guys to streamline your desk and workflows.",262,Batch 3,Not Started
200,https://www.thegoodguys.com.au/ultimate-ears/audio/portable-audio/portable-bluetooth-speakers,B3,18,40,100,0,0,15,12,12,200,,"Stay connected with Ultimate Ears portable Bluetooth speakers offering bold 360° sound, long-lasting battery life, and vibrant colour options. Explore compact, waterproof designs at The Good Guys for music that moves easily from home to outdoors.",246,Batch 3,Not Started
200,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/cooktops/induction-cooktops,B3,42,28,66,0,0,4,12,12,200,,"Stay in control with Samsung Induction Cooktops from The Good Guys, delivering rapid heat, precise temperature settings and easy cleaning surfaces. Save time with flexible cooking zones and intuitive touch controls designed for efficient everyday meal preparation.",264,Batch 3,Not Started
200,https://www.thegoodguys.com.au/evol/smart-home/connected-home/led-and-night-lights,B3,12,40,113,0,0,9,12,12,200,,"Brighten corridors and bedrooms with Evol LED & Night Lights from The Good Guys, adding low-glare guidance and motion-activated convenience. Save energy with rechargeable strip, sensor, and night lights that reduce power use while improving nighttime visibility.",262,Batch 3,Not Started
200,https://www.thegoodguys.com.au/braun/laundry/ironing,B2,31,40,66,0,0,10,11,11,200,,"Tackle creases quickly with Braun ironing solutions offering powerful steam, precise temperature control, and smooth gliding soleplates. Discover irons, steam stations, and garment steamers at The Good Guys to care for delicate fabrics and speed up everyday laundry.",266,Batch 3,Not Started
