# ----------------------------------------
# GA4 - TGG App + Web RollUp
# Traffic acquisition: Session primary channel group (Default Channel Group)-Tab 3
# 20260130-20260429
# ----------------------------------------

,Session primary channel group (Default Channel Group),Cross-network,Cross-network,Cross-network,Cross-network,Organic Search,Organic Search,Organic Search,Organic Search,Direct,Direct,Direct,Direct,Organic Social,Organic Social,Organic Social,Organic Social,Paid Search,Paid Search,Paid Search,Paid Search,Totals,Totals,Totals,Totals
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeKvETFD4bnnO_jHIKG7iRlSh5hx3bJmoytN8w6hhJmtb7GLBOJIjDiDVPAj0_aem_LB6OAACpYUsF1iCF39pPcQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeKw_aFDnE8tVWatQFatEbHZultwqgMPmjl8kw3VC1ZY9zjCFczPZJUAF8qZM_aem_AagnIhOBpLJPSzXJHtm3eA&campaign_id=120241503374800685&ad_id=120241654543810685,20260427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeL1yS1zedtiPrbyLzMK3fR1Q0P-A9j3rJfPiOMPztrgPQ2UNRocsjdys6OIU_aem_Qqpjy9_Z7Yl0TKpZ1j8oQg&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLAG-OTuP5LyHHpA69RBHlbTjK9wIE3h5tC6fDMFKQDjgaHl6Y1-FQHtdlPM_aem_btwMzHqhnQsqlzG_VBjxgw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLCkCZkzilnilMbTg-xq_qpSTjJCxOsNW5q8CcBmvhW4IoFEWibDe_VJkasM_aem_sZLvQq-X-Pcs-56VehZIJA&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLdOUKxsKfDeG6feI6ycIMIsy3D6RiHK3GiSK7HArJ20ns545oe_RWRRzTg4_aem_aPBO4VEAL4A6nXAnk0TOcw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLhRGjX7l-2Ke2z6mnQogsqAG9RDMBKy7sCKzxfgPPvg6DCVn8YgxyJWEomM_aem_C6l8DI3iUlVvOQ6XW5EgHg&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLpvKGtljmpul3S0-AB8Qq504vHmjuuFAB2dHpvE-5CKPVInk0IlHMpPGQ20_aem_C37K8e_QmdcD2yWJGjZJqw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLq0q57fR2E2cuV1o23R_Z80tNZOU3LMggs6PhY3EKHqEIP2QzA1okUORnH4_aem_mfuvALyqoLoF2Yc-rK7GZg,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLwyA-6BFpcJi68Y983ddkdzy-kBaiaD6fex8TKgAVyiE4L1FYhpIAZbtQrg_aem_DXMakkBK5urh_P154BUhtw,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeMjuystf-7O4Hejn_SsmGVqTsEqEQv7iPotsV_AWsAEdcK2ON2WzJ0JH0pV4_aem_KSYhmXify-VPaUDWvaimAQ,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeMtTd_9H2y6nxFAZBW6unYVhEvSYq3FjS7_OrLZExTriSVsuqP0VUN-g6C8I_aem_b96Sx2kLVOohJJFXG8OzcA&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNVTrHVU4-tqWdPNYVC5IySlhCvav4vJtvTclpCcErdn5JS7qk5C4oeG7kPk_aem_FrRIGHYTP1oz2AH2FThvKQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNbQvKLI9Ax_aqCJccebhmGkUyjXHT0DgG_gvegMp1P18u-bMq5GE-IMIvDA_aem_rNFuziQhZfvJ80aQtJtXaw&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNjR482qtyIfST73zIjk8PW-iASBBa0n6CMCR_KtAf9rEI1Js76oXbKMvKDg_aem_ErLWi6r_fGlZ1q_M9OxExw&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeOKRVK5eeD4Gc-mO76M9uRyIpGTa8EhOGci-Nf3M1dKiZs-E0yPW2yo8kZYM_aem_DS4O-PvBIzOyAhjRjGPgKg&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeOpY9kH048EAAGblzU0OChgJBmBPtP_7NDdQrmimKZtAkeTOggkoT2vPYYU8_aem_pBsgDdENeWSEWO0x64UlbQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEePQB3_F-ksM0lWWofU82xsiQog3T7xWkDHzeYorJOP21PC1NjCklQFLwyQwA_aem_MUZM9Rshg3SzbdmC_S-4fQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEePVzTJw9ql0MYFkCxrx4gE3fDxk7uoMhaLLp6bwIhO1gg0xhN85IgclCDG2A_aem_H61tFn56POrIL9TMWYJBLw&campaign_id=120241503374800685&ad_id=120241654543810685,20260429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEePaDLPFCuRdc592QSM2sm2-IyDUoMCYw37jn37nlT1i4VjhMB4TU9Pm-vi0s_aem_hS4mGrzn3KPo2MOMqzIcKA&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeQIlsMj2gDDj9jI4dbW2km8sgbYKiH8OTczg2txtksMry0Nml4Yemwzhaorc_aem_4Np20UrtsnZ5XeSpkl_JxQ,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeQXfUE2EzMjhAHZ0vsIy-H5PwYcOgAL-0SCbTOAseL6S9ePpUyIGRfNScwc0_aem_KU7DA-lc_ItXjBGT6I2msA&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeQYuALSif_mVRBNKKRDPcxfOoMfKNvFRFxNFrH0sSCCG3eeqrdWgy2t4cgwE_aem_hBfTZ39j1WJspcWSNFNirQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeRK7Axw7L_UC6kjiMjlZoX896w-VFPhl36S2D3TF59PEqHt4hTTmjVPEV1fY_aem_h5Dmq79_uUpPysvhY1gmaw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeRRxFB3DvMu0CplNygyIX_ud10ZD5mFZIj473rr991Okk6AgVV4tKdAEBzIE_aem_zrduixYF0zwBRtlVRht6og&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeRXbJ4acqdzQBIIew22kv5VEMnokMfJJ4X0YCb7K9nQmBKYo-gh9cnThhCtI_aem_Fy1QE535Y6LZ8TxAFGdnZw&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeRwMNYnBRW0HAvPlOUgrFvzQFQyR6iZtQtKbvLpUjPppiveyU1dY9W0Gtrig_aem_GBbN4kX5DZoKnYLJai6lSA&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeS-hxTrBdEmLrEQ01l-TSVMebgfYqudtgTKzTYc2JXZEja0yJgzzKiYbzmH0_aem_JVQVE1am72-MekzSR5aGPw&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeS4uJj7V7ht8R82g5jrODS4nGqu417wLHcByyAnzHW-RPwP5vqIm6UM8-Kzs_aem_B49EOse045WU2S1X9jqIUQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeSFROJFQovSQKvKb2p2R_Bkc1XweG66SZhAl_saw9vuLTYkfn7yYqEkHTzwU_aem_hTu4KwEToiTgkcMsKxVK9w&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeSOOk-HTmzb2dChX5nzYoLrsF1gIQY_HCBe8WcdwDPHAdQSfTr4ay9hhgdCY_aem_KhurVUixs7G2PmafKao6hQ,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeSOPfCuOt5lVNa4BL1iycK5Ku8ziMp3TKxj7HxPrKoid5Oay-__saH-un61k_aem_Jg1prQAoouaL71Ud6s18yw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeT01-TLRwxl6CXeUC5wij7E7nS5SHwFzMOH6nin9LgodhZDwTQicB_CZC5Aw_aem_8y67kuofF3SzYI1x0Od-9Q&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeT3YOmMISZA48igF-bK-WNEjltWe1NOZ2th3SiUBjX1O1qb-wCRQEf157ZiE_aem_wyTGd7FukUJ7Waa_eFQ1xQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeTBcBSdGvNCzE2sSJ-f6o6vAlVeYoqRptP1S3AzRaVQw1wd6K0kiCaQSoI20_aem_MbUBFab8i1QzQvRx638ICQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeTUFkwpi-6TaSyVPTomdW8sW0tTU8-Q0WkInzx-uyXnrKuKclzw2stthrrM4_aem_NNrcsLlefoyTpHGWL9yBPw&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeT_GKRSoRbZHpNEDCNVY5ifqRgWS_Klw9czJeUtrMxnlPkJocidg7o3GsgFU_aem_qoAGPasONezeS_9zoljVZQ&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeTd6ts39hVNLTKTzD3eGfUioqW5b-3jax7LCmxKkGWSmhqBWcF-D37DLwiLU_aem_vNl1auc2yr1qQrkgEFpg6w&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeThNN7uh7vWhJCWo4nYCjiTr8fSb6mzuq2ZaO-jVNsMwtt1sAPP-2hXeoJHw_aem_oIRbU6nzp6dI2dsmJEpCmw&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeTxhg52XdDuutw_u75qUrfEuXc27vNfsx_JQeYrpCYqD4W5TpmF_YXhZWYXY_aem_mnKK0Kb0yuBO5f1AsMGi1g&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeUKgjITevhmxBOA28U-s4Z7EqfnSIeCK_gCH2NAZUdfFpOadrk0wAp-XT0qg_aem_skh-T-V93ID_rOoedPXVlg&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeUUjd6HLuP4ZyrAbtNBg8DQ8T9-c_j7MldYvV8dBUtHSmngVz_cxwOjgOybg_aem_Gbs6hU-7YlUMi15UQbYjkg&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeUiqejnG2Y6wP9Qduw6LePWpDnqzAHKexyZlP6nbgku9re2jDvincMHT6urs_aem_L9qE-QknfMT1fIifAZaZ4g,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeUraY7TMHf5zIOH8RalN9BRHdgcz49gv9ksOhuksN6szIfHCdZByCWeuXGMw_aem_JXVv9Jk_6E7FCms8YDLtRw&campaign_id=120241503374800685&ad_id=120241654543810685,20260428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeV9xIBEo2-xChTZf0nj1kxLtg2cwMGW37HmX16bMyYooDTyHA1Yzj87DbS_4_aem_HmwfAljkLFdcC0Bs-Xp0Lw&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVFww5kzWLyQgK1EEsj2rnX7PNaazIJBkgrLLJ6I1Vh4O7OARo7zMEJ0nXEo_aem_NH3E2yxaHxBvEGEevhpYCA&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVGmb-5jzvdIQQy-P7apYaZ-BwVQNAqCEzm4nwPhjs20lCRGBAtULuZowB_M_aem_oHFw2nJ7R9eL68C1VS3XCA&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVHMJHivIa5CkuTfHm2Jah0LGr1JphAuVMYZd9MUIocbRiz-jhqxBo0YXQcY_aem_yjZxi8orB7W8pVserU4IYA&campaign_id=120241503374800685&ad_id=120241654543810685,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVJi709Z3IRXGBNxnuE717MasOFTE3LsD0nEMKXWdpUQ_5kh2WtM9uHn_Q1c_aem_6ypq_8JLUrlEFVpgkFfeQw,20260425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVVa7Doy3eFDulM8uDeA4g5htz6OeWW8PfMu7-fGTci6lJqZptL1XMqbQhX8_aem_HVO1HITdpD-wiQIOde9h-g&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeW0uPr0ROTLQNv61KAsyidaTAyXLTMoWuLN6TzakwLopp7LVQHRnthhIqyiA_aem_TG98dheaw72W6OhuBqaO3w&campaign_id=120241503374800685&ad_id=120241654543810685,20260426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeW1hWHDvb-ruP67ZAN93CK8JMVX8KeInzv6Q8fYZxxMZbTXOXf337K3y30YE_aem_DtWa2yVg_IhzOSBGiV58fg&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeWIiRkpFc91N1_eteshTkb0oBQNleHDP__jwg_RMljIWFbPjPv8rKkGM1ld8_aem_RuUDMrQoXZ7a7UpfSX42qw&campaign_id=120241503374800685&ad_id=120241654543810685,20260423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
/ninja-detect-power-blending-kitchen-system-tb401?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvJ2tRnF1zcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeWQEHGfb-LA80wbcxyQBFx26kW-KclykCtdED-3mI0RdNc47tbm9iY_L_zeE_aem_MzzMzlxrMxccvW3FbB0Gig&campaign_id=120241503374800685&ad_id=120241654543810685,20260424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
