batch,url,page_type,priority,copy,chars,Flag
Batch 3,https://www.thegoodguys.com.au/haier/fridges-and-freezers/freezers/upright-freezers,B3,14,"Save space and protect your food with Haier Upright Freezers from The Good Guys, offering generous capacity, vertical storage, and flexible shelving. Maintain consistent low temperatures and easy access to frozen ingredients.",225,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/vacuum-and-cleaning-accessories/steam-mop-accessories,B3,14,"Keep floors spotless with Bissell steam mop pads from The Good Guys, designed for effective grime removal and easy maintenance. Save time with washable, purpose-fit pads that help your steam mop deliver consistent, hygienic cleaning on hard floors.",248,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/cuisinart/small-kitchen-appliances/specialty-appliances/dessert-machines,B3,13,"Create sweet treats at home with Cuisinart dessert machines from The Good Guys, designed for creamy ice cream, gelato and crisp waffles. Save time with powerful performance, adjustable settings and easy-clean designs for desserts.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/lg/televisions/all-tvs/tvs-85-inch-and-above,B3,13,"Experience cinematic scale with LG 85 Inch & Above TVs from The Good Guys, delivering expansive 4K Ultra HD detail and smart connectivity. Stay immersed with OLED, QNED and NanoCell screens that boost contrast, colour accuracy.",227,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/sony/audio/headphones/wired-headphones,B3,13,"Stay immersed in your music with Sony wired headphones delivering clear audio, dependable connections, and all-day comfort. Explore a range of in-ear, on-ear, and over-ear options at The Good Guys for focused listening at home, work, or on the go.",247,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/vacuum-cleaners/pet-vacuums,B3,13,"Capture more pet hair with Bissell Pet Vacuums from The Good Guys, combining strong suction with specialised pet tools for cleaner floors and furniture. Save time with cordless stick models designed to tackle embedded fur and everyday.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/panasonic/cooking-and-dishwashers/microwaves/microwave-ovens,B3,13,"Speed up weeknight cooking with Panasonic Microwave Ovens from The Good Guys, offering inverter power, flatbed space and sensor control. Prepare defrosted, reheated or crispy dishes faster with compact, convection and 4-in-1 options.",233,clone:first5_words_x2
Batch 3,https://www.thegoodguys.com.au/bosch/laundry/washing-machines/auto-dosing-washing-machines,B3,13,"Save time with Bosch Auto Dosing Washing Machines that measure detergent precisely, reduce waste, and optimise every wash. Discover smart sensors, large capacities, and efficient cleaning at The Good Guys for consistent laundry results.",236,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,13,"Upgrade your daily brew with Smeg coffee machine accessories from The Good Guys, designed for smooth milk texturing, cleaner benches, and consistent extractions. Choose milk frothers, jugs, and knock boxes to refine control, reduce.",232,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/delonghi/small-kitchen-appliances/toasters-and-kettles/toaster-and-kettle-packs,B3,13,"Match your morning routine with DeLonghi toaster and kettle packs from The Good Guys, combining consistent toasting, rapid boiling and coordinated style. Save time with matched sets offering adjustable browning and 2200W kettles.",229,fixed:2026-03-19
Batch 3,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,12,"Upgrade your daily brew with Sunbeam coffee machine accessories from The Good Guys, designed to maintain flavour and performance. Save time with liquid descalers, knock boxes and milk frothers that support smooth extraction,.",225,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hafele/cooking-and-dishwashers/sinks-and-taps/kitchen-sinks,B3,12,"Upgrade food prep with Hafele Kitchen Sinks from The Good Guys, offering deep bowls, smart layouts and durable finishes. Stay organised with single and double bowl options, integrated drainers and colour choices to suit modern, hardworking kitchens.",249,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/garmin/phones-and-wearables/wearables/fitness-trackers,B3,12,"Track daily activity and stay motivated with Garmin Fitness Trackers from The Good Guys, offering step counting, heart rate monitoring, and sleep insights. Choose slim bands and kids’ models with durable straps, long battery life,.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/ultimate-ears/audio/portable-audio/portable-bluetooth-speakers,B3,12,"Stay connected with Ultimate Ears portable Bluetooth speakers offering bold 360° sound, long-lasting battery life, and vibrant colour options. Explore compact, waterproof designs at The Good Guys for music that moves easily from home to outdoors.",246,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/cooktops/induction-cooktops,B3,12,"Stay in control with Samsung Induction Cooktops from The Good Guys, delivering rapid heat, precise temperature settings and easy cleaning surfaces. Save time with flexible cooking zones and intuitive touch controls designed.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/evol/smart-home/connected-home/led-and-night-lights,B3,12,"Brighten corridors and bedrooms with Evol LED & Night Lights from The Good Guys, adding low-glare guidance and motion-activated convenience. Save energy with rechargeable strip, sensor, and night lights that reduce power use while.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/braun/laundry/ironing,B2,11,"Tackle creases quickly with Braun ironing solutions offering powerful steam, precise temperature control, and smooth gliding soleplates. Discover irons, steam stations, and garment steamers at The Good Guys to care for delicate.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/xbox/gaming/gaming-accessories,B2,11,"Level up your setup with Xbox accessories and controllers offering responsive input, wireless freedom and immersive audio for every session. Explore Xbox headsets, game pass options and colourful controllers at The Good Guys.",225,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-75-inch-to-84-inch,B3,11,"Stay immersed in blockbuster detail with TCL 75–84 inch TVs, combining 4K Ultra HD clarity, QLED and Mini LED options, and smart Google TV streaming. Discover big-screen home cinema upgrades at The Good Guys with energy-efficient.",230,clone:first5_words_x3
Batch 3,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/dishwashers/built-in-dishwashers,B3,11,"Save time with ASKO built-in dishwashers offering powerful spray systems, multiple wash programs and ultra-quiet operation. Find integrated designs, stainless steel tubs and efficiency-focused models at The Good Guys for seamless kitchen clean-up.",247,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/carpet-cleaners-and-steam-mops/hard-floor-cleaners,B3,11,"Keep floors spotless with Bissell hard floor cleaners from The Good Guys, combining powerful suction, scrubbing, and quick-drying performance. Save time with versatile models that wash and vacuum in one step for cleaner sealed hard floors.",239,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/mixers-and-food-processors/stand-mixers,B3,11,"Save time with Smeg stand mixers from The Good Guys, built for smooth whipping, kneading and blending. Get consistent power, generous bowl capacity and retro 50s styling that suits compact kitchens while supporting everything.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/panasonic/audio/headphones,B2,11,"Tune out the world with Panasonic headphones that offer clear audio, wireless freedom, and smart noise cancelling. Explore in-ear and over-ear Panasonic options at The Good Guys for comfortable listening on commutes, workouts, and daily use.",241,fixed:2026-03-19
Batch 3,https://www.thegoodguys.com.au/beurer/health-and-grooming/health-and-fitness/tens-machines,B3,11,"Support targeted pain relief with Beurer TENS machines from The Good Guys, combining adjustable intensity, EMS training options and soothing heat. Find compact, battery-powered devices and accessories designed for convenient home.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/breville/heating-and-cooling/coolers,B2,11,"Stay cool with Breville fans and coolers from The Good Guys, combining quiet airflow, oscillation, and multi-directional circulation for effective comfort. Save time with easy controls, app connectivity, and compact designs suited.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/russell-hobbs/laundry/ironing/steam-stations-and-garment-steamers,B3,11,"Refresh outfits fast with Russell Hobbs steam stations and garment steamers from The Good Guys, combining powerful steam output and rapid heat-up for smooth results. Save time with handheld and 2-in-1 designs ideal for efficient.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/chiq/fridges-and-freezers/refrigerators/bottom-mount-fridges,B3,11,"Keep groceries organised with CHiQ bottom mount fridges, offering flexible shelving, family-sized capacity and efficient cooling performance. Explore practical storage, reversible doors and space-saving designs at The Good Guys.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/monster/televisions/tv-cables-and-accessories/tv-cables,B3,11,"Upgrade your home entertainment with Monster TV cables from The Good Guys, delivering clear signals and stable audio-visual performance. Reduce lag, support 4K and 8K content, and connect devices with coaxial, HDMI, and optical.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/one-for-all/televisions/wall-mounts-and-stands,B2,10,"Upgrade your viewing with One For All wall mounts and stands from The Good Guys, offering sturdy support, tilt and swivel adjustment, and slim profiles. Create a tidy setup for TVs and soundbars while maximising space and optimal screen positioning.",249,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/panzer-glass/phones-and-wearables/phone-accessories/screen-protectors,B3,10,"Protect your phone with Panzer Glass screen protectors and cases that guard against scratches, drops and everyday wear. Find options for iPhone, Samsung Galaxy and more at The Good Guys, with ultra-wide fit, camera lens coverage.",229,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/xbox/gaming,B1,10,"Level up every session with Xbox gaming consoles, Game Pass, controllers and headsets tuned for smooth 4K visuals, fast load times and clear chat. Discover Xbox gear at The Good Guys to expand storage, sharpen multiplayer performance.",234,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/franke/cooking-and-dishwashers/sinks-and-taps/kitchen-sink-accessories,B3,10,"Protect your kitchen surfaces with Franke kitchen sink accessories from The Good Guys, designed for stainless steel care and efficient cleaning. Save time with roll-up mats, sink cleaners and high-flow cartridges that support hygiene,.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/belkin/phones-and-wearables/phone-accessories/power-banks,B3,10,"Stay powered up with Belkin power banks offering fast charging, generous capacity, and multiple ports for phones and tablets. Discover compact, travel-ready Belkin portable chargers at The Good Guys to keep your devices running.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/finish/cooking-and-dishwashers/dishwashers/dishwasher-accessories,B3,10,"Keep dishes spotless with dishwasher accessories that boost cleaning power, protect glassware, and support efficient wash cycles. Find tablet packs, filters, and more at The Good Guys to enhance performance and keep your dishwasher.",232,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/zagg/phones-and-wearables/phone-accessories/screen-protectors,B3,10,"Protect your screen with ZAGG screen protectors offering impact resistance, scratch defense, and clear viewing for the latest iPhone and Samsung models. Discover options at The Good Guys that support touch sensitivity and case-friendly coverage.",245,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hisense/fridges-and-freezers/refrigerators/wine-fridges,B3,9,"Protect your collection with Hisense wine cabinets that maintain stable temperatures, humidity, and UV protection for optimal cellaring. Explore space-efficient bottle storage and digital controls at The Good Guys for organised,.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tp-link/smart-home/connected-home/smart-lighting,B3,9,"Stay in control with TP-Link smart lighting from The Good Guys, bringing app-based dimming, colour tuning, and voice assistant compatibility to your home. Save time with easy setup, energy-efficient LEDs, and flexible strips.",225,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/nintendo/gaming/gaming-accessories/chargers-and-gaming-accessories,B3,9,"Power up your play with Nintendo chargers and gaming accessories that keep your Switch ready for action. Shop The Good Guys for fast-charging power, durable cases, and storage expansion so you can game longer, stay organised,.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tp-link/smart-home,B1,9,"Stay connected with TP-LINK smart home solutions offering app-controlled lighting, energy monitoring plugs, and advanced security cameras. Discover streamlined automation and voice assistant compatibility at The Good Guys for safer,.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/westinghouse/heating-and-cooling/air-conditioners/split-system-air-conditioners,B3,9,Westinghouse split system air conditioners use inverter compressor technology for reverse-cycle heating and cooling across 2.5kW to 9.0kW formats. Find Westinghouse at The Good Guys for models with Wi-Fi control and auto-restart functions.,239,fixed:2026-03-19
Batch 3,https://www.thegoodguys.com.au/philips/small-kitchen-appliances/specialty-appliances/kitchen-appliance-accessories,B3,9,"Save time with Philips kitchen appliance accessories that expand what you can do in the kitchen. Upgrade your Philips Airfryer with baking and double-layer kits from The Good Guys for added capacity, better airflow, and consistent cooking results.",247,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hisense/televisions/projectors,B2,9,"Stay immersed in big-screen detail with Hisense Projectors, bringing 4K Ultra HD clarity, TriChroma laser brightness and flexible throw options for home cinema setups. Discover smart projection solutions at The Good Guys for sharp.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/vacuum-and-cleaning-accessories,B2,9,"Keep floors and surfaces spotless with Karcher vacuum and cleaning accessories offering targeted stain removers, durable filter bags and efficient cloths. Explore specialist attachments and detergents at The Good Guys to maintain.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/ewt/heating-and-cooling/heaters,B2,9,"Stay warm with EWT heaters from The Good Guys, offering efficient electric heating for small to medium rooms. Choose from compact ceramic, oil column, and electric fireplace options with adjustable controls to tailor comfort and power.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/msi/computers-tablets-and-gaming/desktop-and-laptop,B2,9,"Boost productivity with MSI desktop computers and laptops from The Good Guys, offering fast processors, ample SSD storage, and sharp displays. Stay focused with lightweight designs, gaming-ready graphics, and performance tuned.",227,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/electrolux/vacuums-and-cleaners/vacuum-cleaners/robot-vacuums,B3,9,"Save time with Electrolux Robot Vacuums that sweep, mop and navigate around furniture for a thorough clean while you focus on other tasks. Explore smart mapping, app control and multi-surface cleaning options at The Good Guys.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/uniden/smart-home/home-security/video-doorbells,B3,8,"Secure your entrance with Uniden video doorbells from The Good Guys, offering sharp 2K clarity, wide-angle views, and two-way audio. Monitor visitors, customise alerts, and use battery-powered flexibility for smart, simple home surveillance.",241,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/asko/laundry/washing-machines/front-load-washing-machines,B3,8,"Protect your clothing with ASKO front load washing machines offering precise wash programs, high spin speeds and efficient water use. Discover space-smart capacities and advanced Logic Series technology at The Good Guys for smoother laundry routines.",250,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/nordic/heating-and-cooling/coolers/tower-floor-and-pedestal-fans,B3,8,"Stay cool with Nordic tower, floor and pedestal fans from The Good Guys, offering powerful airflow, multiple speed settings and oscillation for targeted comfort. Save energy while tailoring cooling to bedrooms, studies and living.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/philips/small-kitchen-appliances/drinks-and-water,B2,8,"Stay hydrated with Philips drinks and water solutions from The Good Guys, offering filtered, mineral and reverse osmosis options for cleaner-tasting water. Choose jugs, stations and replacement filters with smart purification.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/coffee-machines-and-beverages/manual-coffee-machines,B3,8,"Create barista-style espresso at home with Smeg Manual Coffee Machines from The Good Guys, designed for rich extraction and precise temperature control. Stay inspired by 50’s Style designs, multiple colours, and built-in grinder.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/solt/cooking-and-dishwashers/ovens,B2,8,"Streamline weeknight dinners with Solt Ovens from The Good Guys, offering consistent electric heating and simple controls. Save time with 60cm built-in designs that fit seamlessly into modern kitchens while delivering even baking,.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hisense/laundry/washing-machines/auto-dosing-washing-machines,B3,8,"Stay efficient with Hisense Auto Dosing Washing Machines from The Good Guys, helping optimise detergent use and water consumption for each load. Discover spacious capacities, strong energy ratings and combo washer-dryers that.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/philips/televisions/projectors,B2,8,"Stay entertained with Philips Projectors that bring sharp visuals, rich colour and impactful sound to movies, gaming and presentations. Explore compact NeoPix models at The Good Guys for easy setup, streaming-ready connectivity.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/jura/small-kitchen-appliances/coffee-machines-and-beverages/coffee-machine-accessories,B3,8,"Maintain rich flavour and smooth performance with JURA coffee machine accessories from The Good Guys, including filters, cleaners and milk systems. Support consistent extraction, stable temperatures and easy maintenance to keep every.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/olimpia-splendid/heating-and-cooling/air-conditioners/portable-air-conditioners,B3,8,"Stay cool with Olimpia Splendid Portable Air Conditioners from The Good Guys, offering efficient spot cooling and easy mobility for flexible comfort. Save time with quick installation, Wi-Fi connectivity on select models, and powerful.",235,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/cygnett/phones-and-wearables/phone-accessories/car-phone-holders-and-chargers,B3,8,"Stay connected on the road with Cygnett car phone holders and chargers from The Good Guys, offering secure mounting and quick access for navigation. Save time with easy-install designs, adjustable viewing angles, and in-car charging.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/nespresso/small-kitchen-appliances,B1,8,"Start every morning with barista-style coffee using Nespresso Small Kitchen Appliances from The Good Guys, offering rich extraction, fast heat-up, and capsule convenience. Choose compact designs, milk frothers, and multiple cup sizes.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-cleaner-bags,B3,8,"Protect your vacuum with Karcher vacuum cleaner bags from The Good Guys, designed for WD models to maintain strong suction and efficient dust capture. Save time with durable fleece filter bags that support cleaner floors, longer.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/google/phones-and-wearables/mobile-phones/unlocked-mobile-phones,B3,8,"Stay connected with Google Unlocked Mobile Phones offering fast 5G performance, advanced cameras, and secure Android updates. Explore Pixel models with generous storage and vivid displays at The Good Guys for flexible plans.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/ww/health-and-grooming/personal-care/bathroom-scales,B3,8,"Track your progress with bathroom scales from The Good Guys offering precise weight readings, body analysis and smart Bluetooth connectivity. Stay motivated with easy-to-read displays, multiple user profiles and compact designs that.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/sonos/audio/home-audio/audio-accessories,B3,8,"Upgrade your listening area with Sonos audio accessories from The Good Guys, built to optimise sound placement and cable management. Pair wall mounts and speaker stands with your Sonos speakers for stable support, cleaner setups,.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/nordic/heating-and-cooling/coolers,B2,7,"Stay cool with Nordic coolers from The Good Guys, offering portable fans, tower fans and high-velocity options for focused airflow. Save time with easy-to-use controls, multiple speed settings and compact designs suited to desks, floors and bedrooms.",250,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/cooktops/ceramic-cooktops,B3,7,"Upgrade everyday cooking with Bosch ceramic cooktops from The Good Guys offering precise heat, easy-clean glass, and sleek touch controls. Save time with multiple zones, residual heat indicators, and clearly marked settings for safer,.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/eufy/smart-home,B1,7,"Stay secure with Eufy smart home solutions delivering crisp 2K video, motion alerts, and app control for doors, rooms, and outdoor areas. Explore cameras, video doorbells, locks, and baby monitors at The Good Guys for integrated.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/samsung/gaming/gaming-accessories/gaming-monitors,B3,7,"Stay ahead in every match with Samsung Gaming Monitors from The Good Guys, delivering fast refresh rates, sharp resolution and low input lag. Upgrade your setup with curved and flat Odyssey screens that enhance detail, immersion.",229,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tefal/small-kitchen-appliances,B1,7,"Save time with Tefal small kitchen appliances that air fry, slow cook, and blend for quick, precise meals at home. Explore air fryers, deep fryers, ice cream makers, and multicookers from The Good Guys designed for efficient cooking,.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/oliveri/cooking-and-dishwashers/sinks-and-taps/kitchen-taps-filters,B3,7,"Upgrade your sink with Oliveri kitchen taps from The Good Guys, offering precise water control, pull-out mixers, and gooseneck designs in multiple finishes. Save time with easy-clean surfaces and add filtration options for better-tasting water.",244,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/emilia/cooking-and-dishwashers/rangehoods,B2,7,"Clear kitchen air with Emilia Rangehoods from The Good Guys, offering strong extraction and practical lighting for everyday cooking. Save time with easy-clean filters and choose from canopy, slide-out or undermount designs to suit.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/artusi/cooking-and-dishwashers/dishwashers,B2,7,"Save time with ARTUSI dishwashers from The Good Guys, offering powerful wash cycles, spacious interiors, and efficient water use. Streamline kitchen clean-up with semi-integrated designs that blend with cabinetry while delivering.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/rinnai/heating-and-cooling/heaters,B2,7,"Stay warm with Rinnai Heaters from The Good Guys, offering efficient electric panel and gas room options to suit different spaces. Benefit from adjustable heat settings, Wi-Fi control on select models, and modern designs that help.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/sunbeam/heating-and-cooling/heaters,B2,7,"Stay warm with Sunbeam heaters that deliver customisable heat, antibacterial bedding options and soft heated throws for cosy nights. Find electric blankets and heated throws at The Good Guys to help manage winter chills.",220,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/connect-smarthome/smart-home/connected-home/smart-lighting,B3,7,"Brighten your space with Smart Lighting from The Good Guys, offering app control, voice activation and energy-efficient LED performance. Create custom scenes, schedule lighting and switch between white and multi‑colour options.",227,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/delonghi/small-kitchen-appliances/coffee-machines-and-beverages,B2,7,"Savour café-style coffee at home with DeLonghi coffee machines and beverages from The Good Guys, offering rich extraction, custom settings and fast heat-up. Create barista-level espresso, cold brew and creamy milk drinks,.",222,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/cooktops,B2,6,"Cook efficiently at every level with Samsung cooktops from The Good Guys, offering fast induction heating, accurate temperature settings, and easy-clean glass surfaces. Save time with smart zone layouts and flexible sizes to match.",231,fixed:2026-03-19
Batch 3,https://www.thegoodguys.com.au/kambrook/small-kitchen-appliances/toasters-and-kettles/2-slice-toasters,B3,6,"Upgrade breakfast prep with Kambrook 2-slice toasters from The Good Guys, delivering consistent browning and cool-touch safety. Choose compact designs with adjustable settings and easy cleaning for quick, efficient mornings.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bose/audio/home-audio,B2,6,"Transform movie nights with Bose home audio, delivering cinematic sound, deep bass, and clear dialogue. Explore soundbars, subwoofers and speakers at The Good Guys for immersive audio, wireless streaming and space-saving designs that.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/navman/phones-and-wearables/gps,B2,6,"Capture every drive with Navman GPS and dash cams from The Good Guys, combining clear recording, smart safety alerts, and route guidance. Stay informed with traffic updates, parking assistance, and dedicated models for cars.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hafele/cooking-and-dishwashers/sinks-and-taps,B2,6,"Upgrade your kitchen with Hafele sinks and taps offering durable stainless steel, quartz finishes, deep bowls and pull-out mixer options. Explore space-saving single and double bowl designs at The Good Guys for efficient cleaning,.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/oliveri/cooking-and-dishwashers/sinks-and-taps/kitchen-sink-accessories,B3,6,"Upgrade your sink with Oliveri kitchen sink accessories from The Good Guys, designed for efficient prep and cleaning. Save time with colanders, drainer trays, and replacement cartridges that streamline washing, draining,.",221,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/technika/cooking-and-dishwashers/cooktops/induction-cooktops,B3,6,"Stay efficient with Technika induction cooktops from The Good Guys, offering fast heat response and precise temperature control. Save time with touch controls, multiple cooking zones and easy-clean glass surfaces for streamlined everyday cooking.",246,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/solt/laundry/washing-machines/top-load-washing-machines,B3,6,"Save time with Solt top load washing machines that deliver generous capacities, efficient wash programs, and easy access loading. Discover options at The Good Guys to handle everyday laundry with tailored cycles, durable construction,.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/philips/health-and-grooming/grooming/beard-and-body-trimmers,B3,6,"Shape your grooming routine with Philips beard and body trimmers from The Good Guys, offering precise cutting, skin-friendly blades and wet & dry use. Save time with multi-groomers and IPL devices designed for smooth results across face and body.",246,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tcl/fridges-and-freezers/refrigerators,B2,6,"TCL refrigerators deliver frost-free multi-airflow cooling across 300L to 550L with adjustable glass shelving, LED interiors and reversible doors. Choose TCL at The Good Guys for top mount, bottom mount and French door models with water dispensers.",248,fixed:2026-03-19
Batch 3,https://www.thegoodguys.com.au/westinghouse/cooking-and-dishwashers/rangehoods/canopy-rangehoods,B3,6,"Clear cooking smoke and odours with Westinghouse canopy rangehoods from The Good Guys, offering powerful extraction and effective filtration. Save time with easy-to-clean surfaces, multiple fan speeds and wide coverage for busy kitchen cooktops.",245,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/solt/cooking-and-dishwashers,B1,6,"Stay efficient with Solt cooking and dishwashing appliances that offer quick heat-up, powerful extraction, and spacious dishwashers for easy cleanup. Discover energy-conscious ovens, cooktops, and rangehoods at The Good Guys.",225,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/joseph-joseph/cooking-and-dishwashers/kitchenware/knives-and-boards,B3,5,"Prepare ingredients with Joseph Joseph knives and boards from The Good Guys, designed for safer cutting and organised prep. Discover space-saving storage, non-slip stability and durable surfaces that help streamline everyday cooking.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,5,"Save time with Samsung freestanding dishwashers from The Good Guys, offering spacious 60cm capacity, multiple wash programs and smart connectivity. Stay efficient with stainless steel finishes, quick cycles, and convenient auto-open.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/smeg/fridges-and-freezers,B1,5,"Stay organised with Smeg fridges and freezers from The Good Guys, offering integrated designs, flexible storage, and efficient cooling. Keep food fresher for longer with adjustable shelving, reversible doors, and smart space.",225,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/google/smart-home/home-security,B2,5,"Secure your home with Google Nest cameras and doorbells offering smart alerts, two-way audio, and clear HD video. Discover Google Home security solutions at The Good Guys to monitor entrances, track activity, and integrate with Google.",235,entity:no_named_tech_in_S1
